Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2023-10-20T14:00:00Z,SPY   231020P00423000,0.75,-1,,Filled,-0.75,"" 
2023-10-23T14:00:00Z,SPY   231023P00418000,0.55,-1,,Filled,-0.55,"" 
2023-10-24T14:00:00Z,SPY   231024P00421000,0.47,-1,,Filled,-0.47,"" 
2023-10-25T14:00:00Z,SPY   231025P00418000,0.65,-1,,Filled,-0.65,"" 
2023-10-26T14:00:00Z,SPY   231026P00413000,0.68,-1,,Filled,-0.68,"" 
2023-10-27T14:00:00Z,SPY   231027P00411000,0.59,-1,,Filled,-0.59,"" 
2023-10-30T14:00:00Z,SPY   231030P00413000,0.67,-1,,Filled,-0.67,"" 
2023-10-31T14:00:00Z,SPY   231031P00413000,0.54,-1,,Filled,-0.54,"" 
2023-11-01T14:00:00Z,SPY   231101P00417000,0.77,-1,,Filled,-0.77,"" 
2023-11-02T14:00:00Z,SPY   231102P00425000,0.38,-1,,Filled,-0.38,"" 
2023-11-03T14:00:00Z,SPY   231103P00433000,0.52,-1,,Filled,-0.52,"" 
2023-11-06T15:00:00Z,SPY   231106P00434000,0.42,-1,,Filled,-0.42,"" 
2023-11-07T15:00:00Z,SPY   231107P00434000,0.33,-1,,Filled,-0.33,"" 
2023-11-08T15:00:00Z,SPY   231108P00436000,0.29,-1,,Filled,-0.29,"" 
2023-11-09T15:00:00Z,SPY   231109P00436000,0.3,-1,,Filled,-0.3,"" 
2023-11-10T15:00:00Z,SPY   231110P00435000,0.64,-1,,Filled,-0.64,"" 
2023-11-13T15:00:00Z,SPY   231113P00437000,0.32,-1,,Filled,-0.32,"" 
2023-11-14T15:00:00Z,SPY   231114P00446000,0.38,-1,,Filled,-0.38,"" 
2023-11-15T15:00:00Z,SPY   231115P00448000,0.33,-1,,Filled,-0.33,"" 
2023-11-16T15:00:00Z,SPY   231116P00449000,0.42,-1,,Filled,-0.42,"" 
2023-11-17T15:00:00Z,SPY   231117P00449000,0.47,-1,,Filled,-0.47,"" 
2023-11-20T15:00:00Z,SPY   231120P00451000,0.31,-1,,Filled,-0.31,"" 
2023-11-21T15:00:00Z,SPY   231121P00451000,0.28,-1,,Filled,-0.28,"" 
2023-11-22T15:00:00Z,SPY   231122P00453000,0.2,-1,,Filled,-0.2,"" 
2023-11-24T15:00:00Z,SPY   231124P00454000,0.11,-1,,Filled,-0.11,"" 
2023-11-27T15:00:00Z,SPY   231127P00453000,0.17,-1,,Filled,-0.17,"" 
2023-11-28T15:00:00Z,SPY   231128P00452000,0.17,-1,,Filled,-0.17,"" 
2023-11-29T15:00:00Z,SPY   231129P00457000,0.33,-1,,Filled,-0.33,"" 
2023-11-30T15:00:00Z,SPY   231130P00454000,0.4,-1,,Filled,-0.4,"" 
2023-12-01T15:00:00Z,SPY   231201P00454000,0.34,-1,,Filled,-0.34,"" 
2023-12-04T15:00:00Z,SPY   231204P00454000,0.18,-1,,Filled,-0.18,"" 
2023-12-05T15:00:00Z,SPY   231205P00454000,0.4,-1,,Filled,-0.4,"" 
2023-12-06T15:00:00Z,SPY   231206P00456000,0.19,-1,,Filled,-0.19,"" 
2023-12-07T15:00:00Z,SPY   231207P00455000,0.28,-1,,Filled,-0.28,"" 
2023-12-08T15:00:00Z,SPY   231208P00457000,0.41,-1,,Filled,-0.41,"" 
2023-12-11T15:00:00Z,SPY   231211P00459000,0.27,-1,,Filled,-0.27,"" 
2023-12-12T15:00:00Z,SPY   231212P00460000,0.33,-1,,Filled,-0.33,"" 
2023-12-13T15:00:00Z,SPY   231213P00462000,0.41,-1,,Filled,-0.41,"" 
2023-12-14T15:00:00Z,SPY   231214P00471000,0.29,-1,,Filled,-0.29,"" 
2023-12-15T15:00:00Z,SPY   231215P00467000,0.28,-1,,Filled,-0.28,"" 
2023-12-18T15:00:00Z,SPY   231218P00470000,0.3,-1,,Filled,-0.3,"" 
2023-12-19T15:00:00Z,SPY   231219P00472000,0.22,-1,,Filled,-0.22,"" 
2023-12-20T15:00:00Z,SPY   231220P00473000,0.22,-1,,Filled,-0.22,"" 
2023-12-21T15:00:00Z,SPY   231221P00469000,0.32,-1,,Filled,-0.32,"" 
2023-12-22T15:00:00Z,SPY   231222P00473000,0.36,-1,,Filled,-0.36,"" 
2023-12-26T15:00:00Z,SPY   231226P00473000,0.25,-1,,Filled,-0.25,"" 
2023-12-27T15:00:00Z,SPY   231227P00475000,0.33,-1,,Filled,-0.33,"" 
2023-12-28T15:00:00Z,SPY   231228P00476000,0.35,-1,,Filled,-0.35,"" 
2023-12-29T15:00:00Z,SPY   231229P00475000,0.28,-1,,Filled,-0.28,"" 
2023-10-02T14:00:00Z,SPY   231002P00420000,0.04,1,,Filled,0.04,"" 
2023-10-03T14:00:00Z,SPY   231003P00419000,0.05,1,,Filled,0.05,"" 
2023-10-04T14:00:00Z,SPY   231004P00415000,0.05,1,,Filled,0.05,"" 
2023-10-05T14:00:00Z,SPY   231005P00417000,0.05,1,,Filled,0.05,"" 
2023-10-06T14:00:00Z,SPY   231006P00415000,0.07,1,,Filled,0.07,"" 
2023-10-09T14:00:00Z,SPY   231009P00423000,0.08,1,,Filled,0.08,"" 
2023-10-10T14:00:00Z,SPY   231010P00427000,0.05,1,,Filled,0.05,"" 
2023-10-11T14:00:00Z,SPY   231011P00428000,0.05,1,,Filled,0.05,"" 
2023-10-12T14:00:00Z,SPY   231012P00428000,0.04,1,,Filled,0.04,"" 
2023-10-13T14:00:00Z,SPY   231013P00429000,0.1,1,,Filled,0.1,"" 
2023-10-16T14:00:00Z,SPY   231016P00427000,0.07,1,,Filled,0.07,"" 
2023-10-17T14:00:00Z,SPY   231017P00426000,0.05,1,,Filled,0.05,"" 
2023-10-18T14:00:00Z,SPY   231018P00427000,0.06,1,,Filled,0.06,"" 
2023-10-19T14:00:00Z,SPY   231019P00423000,0.06,1,,Filled,0.06,"" 
2023-10-20T14:00:00Z,SPY   231020P00418000,0.09,1,,Filled,0.09,"" 
2023-10-23T14:00:00Z,SPY   231023P00413000,0.06,1,,Filled,0.06,"" 
2023-10-24T14:00:00Z,SPY   231024P00416000,0.06,1,,Filled,0.06,"" 
2023-10-25T14:00:00Z,SPY   231025P00413000,0.06,1,,Filled,0.06,"" 
2023-10-26T14:00:00Z,SPY   231026P00408000,0.06,1,,Filled,0.06,"" 
2023-10-27T14:00:00Z,SPY   231027P00406000,0.05,1,,Filled,0.05,"" 
2023-10-30T14:00:00Z,SPY   231030P00408000,0.07,1,,Filled,0.07,"" 
2023-10-31T14:00:00Z,SPY   231031P00408000,0.05,1,,Filled,0.05,"" 
2023-11-01T14:00:00Z,SPY   231101P00412000,0.1,1,,Filled,0.1,"" 
2023-11-02T14:00:00Z,SPY   231102P00420000,0.05,1,,Filled,0.05,"" 
2023-11-03T14:00:00Z,SPY   231103P00428000,0.07,1,,Filled,0.07,"" 
2023-11-06T15:00:00Z,SPY   231106P00429000,0.04,1,,Filled,0.04,"" 
2023-11-07T15:00:00Z,SPY   231107P00429000,0.03,1,,Filled,0.03,"" 
2023-11-08T15:00:00Z,SPY   231108P00431000,0.03,1,,Filled,0.03,"" 
2023-11-09T15:00:00Z,SPY   231109P00431000,0.03,1,,Filled,0.03,"" 
2023-11-10T15:00:00Z,SPY   231110P00430000,0.05,1,,Filled,0.05,"" 
2023-11-13T15:00:00Z,SPY   231113P00432000,0.02,1,,Filled,0.02,"" 
2023-11-14T15:00:00Z,SPY   231114P00441000,0.05,1,,Filled,0.05,"" 
2023-11-15T15:00:00Z,SPY   231115P00443000,0.04,1,,Filled,0.04,"" 
2023-11-16T15:00:00Z,SPY   231116P00444000,0.04,1,,Filled,0.04,"" 
2023-11-17T15:00:00Z,SPY   231117P00444000,0.04,1,,Filled,0.04,"" 
2023-11-20T15:00:00Z,SPY   231120P00446000,0.03,1,,Filled,0.03,"" 
2023-11-21T15:00:00Z,SPY   231121P00446000,0.03,1,,Filled,0.03,"" 
2023-11-22T15:00:00Z,SPY   231122P00448000,0.02,1,,Filled,0.02,"" 
2023-11-24T15:00:00Z,SPY   231124P00449000,0.01,1,,Filled,0.01,"" 
2023-11-27T15:00:00Z,SPY   231127P00448000,0.02,1,,Filled,0.02,"" 
2023-11-28T15:00:00Z,SPY   231128P00447000,0.01,1,,Filled,0.01,"" 
2023-11-29T15:00:00Z,SPY   231129P00452000,0.03,1,,Filled,0.03,"" 
2023-11-30T15:00:00Z,SPY   231130P00449000,0.02,1,,Filled,0.02,"" 
2023-12-01T15:00:00Z,SPY   231201P00449000,0.02,1,,Filled,0.02,"" 
2023-12-04T15:00:00Z,SPY   231204P00449000,0.02,1,,Filled,0.02,"" 
2023-12-05T15:00:00Z,SPY   231205P00449000,0.02,1,,Filled,0.02,"" 
2023-12-06T15:00:00Z,SPY   231206P00451000,0.02,1,,Filled,0.02,"" 
2023-12-07T15:00:00Z,SPY   231207P00450000,0.02,1,,Filled,0.02,"" 
2023-12-08T15:00:00Z,SPY   231208P00452000,0.03,1,,Filled,0.03,"" 
2023-12-11T15:00:00Z,SPY   231211P00454000,0.02,1,,Filled,0.02,"" 
2023-12-12T15:00:00Z,SPY   231212P00455000,0.02,1,,Filled,0.02,"" 
2023-12-13T15:00:00Z,SPY   231213P00457000,0.03,1,,Filled,0.03,"" 
2023-12-14T15:00:00Z,SPY   231214P00466000,0.03,1,,Filled,0.03,"" 
2023-12-15T15:00:00Z,SPY   231215P00462000,0.02,1,,Filled,0.02,"" 
2023-12-18T15:00:00Z,SPY   231218P00465000,0.03,1,,Filled,0.03,"" 
2023-12-19T15:00:00Z,SPY   231219P00467000,0.02,1,,Filled,0.02,"" 
2023-12-20T15:00:00Z,SPY   231220P00468000,0.02,1,,Filled,0.02,"" 
2023-12-21T15:00:00Z,SPY   231221P00464000,0.04,1,,Filled,0.04,"" 
2023-12-22T15:00:00Z,SPY   231222P00468000,0.04,1,,Filled,0.04,"" 
2023-12-26T15:00:00Z,SPY   231226P00468000,0.02,1,,Filled,0.02,"" 
2023-12-27T15:00:00Z,SPY   231227P00470000,0.02,1,,Filled,0.02,"" 
2023-12-28T15:00:00Z,SPY   231228P00471000,0.03,1,,Filled,0.03,"" 
2023-12-29T15:00:00Z,SPY   231229P00470000,0.03,1,,Filled,0.03,"" 
